0    2014-01-08 19:10:12,254 [main] INFO    - Network connection initializing
491  2014-01-08 19:10:40,196 [GetHostsFromCache] INFO    - 72.76.185.73:8708
491  2014-01-08 19:10:40,196 [GetHostsFromCache] INFO    - Adding host: 72.76.185.73:8708
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - 61.215.44.170:6346
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - Adding host: 61.215.44.170:6346
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - 174.106.11.220:6346
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - Adding host: 174.106.11.220:6346
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - 220.57.251.109:6346
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - Adding host: 220.57.251.109:6346
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - 98.155.247.82:6348
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - Adding host: 98.155.247.82:6348
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - 113.155.236.38:6346
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - Adding host: 113.155.236.38:6346
492  2014-01-08 19:10:40,197 [GetHostsFromCache] INFO    - 203.76.88.157:6346
493  2014-01-08 19:10:40,198 [GetHostsFromCache] INFO    - Adding host: 203.76.88.157:6346
493  2014-01-08 19:10:40,198 [GetHostsFromCache] INFO    - 153.136.6.141:6346
494  2014-01-08 19:10:40,199 [GetHostsFromCache] INFO    - Adding host: 153.136.6.141:6346
494  2014-01-08 19:10:40,199 [GetHostsFromCache] INFO    - 223.132.33.96:6346
494  2014-01-08 19:10:40,199 [GetHostsFromCache] INFO    - Adding host: 223.132.33.96:6346
494  2014-01-08 19:10:40,199 [GetHostsFromCache] INFO    - 126.10.198.203:6346
495  2014-01-08 19:10:40,200 [GetHostsFromCache] INFO    - Adding host: 126.10.198.203:6346
495  2014-01-08 19:10:40,200 [GetHostsFromCache] INFO    - Getting input stream for http://gweb.dwbo.nl/
616  2014-01-08 19:10:40,321 [GetHostsFromCache] INFO    - updateCache http://gweb.dwbo.nl/: WARNING: Rejected IP
617  2014-01-08 19:10:40,322 [GetHostsFromCache] INFO    - Getting input stream for http://gweb.dwbo.nl/
734  2014-01-08 19:10:40,439 [GetHostsFromCache] INFO    - Adding cache URLs from GWebCache http://gweb.dwbo.nl/ to hostCache
735  2014-01-08 19:10:40,440 [GetHostsFromCache] INFO    - Getting input stream for http://gweb.dwbo.nl
850  2014-01-08 19:10:40,555 [GetHostsFromCache] INFO    - Adding hosts from GWebCache http://gweb.dwbo.nl to hostCache
850  2014-01-08 19:10:40,555 [GetHostsFromCache] INFO    - 72.76.185.73:8708
851  2014-01-08 19:10:40,556 [GetHostsFromCache] DEBUG   - HostCache: host already known: 72.76.185.73
851  2014-01-08 19:10:40,556 [GetHostsFromCache] INFO    - 61.215.44.170:6346
851  2014-01-08 19:10:40,556 [GetHostsFromCache] DEBUG   - HostCache: host already known: 61.215.44.170
851  2014-01-08 19:10:40,556 [GetHostsFromCache] INFO    - 174.106.11.220:6346
852  2014-01-08 19:10:40,557 [GetHostsFromCache] DEBUG   - HostCache: host already known: 174.106.11.220
852  2014-01-08 19:10:40,557 [GetHostsFromCache] INFO    - 220.57.251.109:6346
852  2014-01-08 19:10:40,557 [GetHostsFromCache] DEBUG   - HostCache: host already known: 220.57.251.109
853  2014-01-08 19:10:40,558 [GetHostsFromCache] INFO    - 98.155.247.82:6348
853  2014-01-08 19:10:40,558 [GetHostsFromCache] DEBUG   - HostCache: host already known: 98.155.247.82
853  2014-01-08 19:10:40,558 [GetHostsFromCache] INFO    - 113.155.236.38:6346
854  2014-01-08 19:10:40,559 [GetHostsFromCache] DEBUG   - HostCache: host already known: 113.155.236.38
854  2014-01-08 19:10:40,559 [GetHostsFromCache] INFO    - 203.76.88.157:6346
854  2014-01-08 19:10:40,559 [GetHostsFromCache] DEBUG   - HostCache: host already known: 203.76.88.157
854  2014-01-08 19:10:40,559 [GetHostsFromCache] INFO    - 153.136.6.141:6346
855  2014-01-08 19:10:40,560 [GetHostsFromCache] DEBUG   - HostCache: host already known: 153.136.6.141
855  2014-01-08 19:10:40,560 [GetHostsFromCache] INFO    - 223.132.33.96:6346
855  2014-01-08 19:10:40,560 [GetHostsFromCache] DEBUG   - HostCache: host already known: 223.132.33.96
856  2014-01-08 19:10:40,561 [GetHostsFromCache] INFO    - 126.10.198.203:6346
857  2014-01-08 19:10:40,562 [GetHostsFromCache] DEBUG   - HostCache: host already known: 126.10.198.203
857  2014-01-08 19:10:40,562 [GetHostsFromCache] INFO    - Getting input stream for http://gweb.dwbo.nl
974  2014-01-08 19:10:40,679 [GetHostsFromCache] INFO    - updateCache http://gweb.dwbo.nl: ERROR: Client returned too early
975  2014-01-08 19:10:40,680 [GetHostsFromCache] INFO    - Getting input stream for http://webcache.peerproject.org/
1023 2014-01-08 19:10:40,728 [OutgoingConnectionManager] INFO    - Live connection list start: 
1024 2014-01-08 19:10:40,729 [OutgoingConnectionManager] INFO    - Live connection list end
1024 2014-01-08 19:10:40,729 [OutgoingConnectionManager] INFO    - 0 live connections 10 requested
1024 2014-01-08 19:10:40,729 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 174.106.11.220:6346
1042 2014-01-08 19:10:40,747 [IncomingConnectionManager] INFO    - Live connection list start: 
1042 2014-01-08 19:10:40,747 [IncomingConnectionManager] INFO    - Live connection list end
1232 2014-01-08 19:10:40,937 [ConnectionStarter] DEBUG   - Sending greeting to : 174.106.11.220
1247 2014-01-08 19:10:40,952 [GetHostsFromCache] INFO    - Adding hosts from GWebCache http://webcache.peerproject.org/ to hostCache
1249 2014-01-08 19:10:40,954 [GetHostsFromCache] INFO    - 101.142.187.11:6346
1250 2014-01-08 19:10:40,955 [GetHostsFromCache] INFO    - Adding host: 101.142.187.11:6346
1250 2014-01-08 19:10:40,955 [GetHostsFromCache] INFO    - 126.77.27.54:35941
1250 2014-01-08 19:10:40,955 [GetHostsFromCache] INFO    - Adding host: 126.77.27.54:35941
1250 2014-01-08 19:10:40,955 [GetHostsFromCache] INFO    - 72.76.185.73:8708
1251 2014-01-08 19:10:40,956 [GetHostsFromCache] DEBUG   - HostCache: host already known: 72.76.185.73
1251 2014-01-08 19:10:40,956 [GetHostsFromCache] INFO    - 219.197.146.241:6346
1251 2014-01-08 19:10:40,956 [GetHostsFromCache] INFO    - Adding host: 219.197.146.241:6346
1252 2014-01-08 19:10:40,957 [GetHostsFromCache] INFO    - 101.143.8.204:6346
1252 2014-01-08 19:10:40,957 [GetHostsFromCache] INFO    - Adding host: 101.143.8.204:6346
1252 2014-01-08 19:10:40,957 [GetHostsFromCache] INFO    - Getting input stream for http://webcache.peerproject.org/
1518 2014-01-08 19:10:41,223 [GetHostsFromCache] INFO    - updateCache http://webcache.peerproject.org/: ERROR: Client returned too early
1781 2014-01-08 19:10:41,486 [ConnectionStarter] INFO    - Received greeting response: GNUTELLA/0.6 503 Service unavailable from host: 174.106.11.220
2024 2014-01-08 19:10:41,729 [OutgoingConnectionManager] INFO    - Live connection list start: 
2025 2014-01-08 19:10:41,730 [OutgoingConnectionManager] DEBUG   - removing dead connection: 174.106.11.220
2025 2014-01-08 19:10:41,730 [OutgoingConnectionManager] INFO    - Live connection list end
2025 2014-01-08 19:10:41,730 [OutgoingConnectionManager] INFO    - 0 live connections 10 requested
2025 2014-01-08 19:10:41,730 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 220.57.251.109:6346
2043 2014-01-08 19:10:41,748 [IncomingConnectionManager] INFO    - Live connection list start: 
2043 2014-01-08 19:10:41,748 [IncomingConnectionManager] INFO    - Live connection list end
3026 2014-01-08 19:10:42,731 [OutgoingConnectionManager] INFO    - Live connection list start: 
3026 2014-01-08 19:10:42,731 [OutgoingConnectionManager] DEBUG   - Live connection: 220.57.251.109 status:0
3026 2014-01-08 19:10:42,731 [OutgoingConnectionManager] INFO    - Live connection list end
3026 2014-01-08 19:10:42,731 [OutgoingConnectionManager] INFO    - 1 live connections 10 requested
3026 2014-01-08 19:10:42,731 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 113.155.236.38:6346
3044 2014-01-08 19:10:42,749 [IncomingConnectionManager] INFO    - Live connection list start: 
3045 2014-01-08 19:10:42,750 [IncomingConnectionManager] INFO    - Live connection list end
4027 2014-01-08 19:10:43,732 [OutgoingConnectionManager] INFO    - Live connection list start: 
4027 2014-01-08 19:10:43,732 [OutgoingConnectionManager] DEBUG   - Live connection: 220.57.251.109 status:0
4027 2014-01-08 19:10:43,732 [OutgoingConnectionManager] DEBUG   - Live connection: 113.155.236.38 status:0
4027 2014-01-08 19:10:43,732 [OutgoingConnectionManager] INFO    - Live connection list end
4027 2014-01-08 19:10:43,732 [OutgoingConnectionManager] INFO    - 2 live connections 10 requested
4027 2014-01-08 19:10:43,732 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 219.197.146.241:6346
4045 2014-01-08 19:10:43,750 [IncomingConnectionManager] INFO    - Live connection list start: 
4046 2014-01-08 19:10:43,751 [IncomingConnectionManager] INFO    - Live connection list end
4629 2014-01-08 19:10:44,334 [ConnectionStarter] DEBUG   - Sending greeting to : 219.197.146.241
5027 2014-01-08 19:10:44,732 [OutgoingConnectionManager] INFO    - Live connection list start: 
5028 2014-01-08 19:10:44,733 [OutgoingConnectionManager] DEBUG   - Live connection: 220.57.251.109 status:0
5028 2014-01-08 19:10:44,733 [OutgoingConnectionManager] DEBUG   - Live connection: 113.155.236.38 status:0
5028 2014-01-08 19:10:44,733 [OutgoingConnectionManager] DEBUG   - Live connection: 219.197.146.241 status:0
5028 2014-01-08 19:10:44,733 [OutgoingConnectionManager] INFO    - Live connection list end
5028 2014-01-08 19:10:44,733 [OutgoingConnectionManager] INFO    - 3 live connections 10 requested
5028 2014-01-08 19:10:44,733 [OutgoingConnectionManager] INFO    - Connection control attempting a connection: 72.76.185.73:8708
5046 2014-01-08 19:10:44,751 [IncomingConnectionManager] INFO    - Live connection list start: 
5046 2014-01-08 19:10:44,751 [IncomingConnectionManager] INFO    - Live connection list end
5230 2014-01-08 19:10:44,935 [ConnectionStarter] DEBUG   - Sending greeting to : 72.76.185.73
5390 2014-01-08 19:10:45,095 [ConnectionStarter] INFO    - Received greeting response: GNUTELLA/0.6 503 Not Good Leaf from host: 72.76.185.73
5391 2014-01-08 19:10:45,096 [ConnectionStarter] INFO    - Adding host: 174.63.151.192:6346
5391 2014-01-08 19:10:45,096 [ConnectionStarter] INFO    - Adding host: 189.172.9.78:6346
